iter	Logloss
218	0.3910744987
219	0.3909241419
220	0.3907115182
221	0.3906173611
222	0.3904949375
223	0.3902308954
224	0.3900782447
225	0.3897457354
226	0.3895168462
227	0.3892633777
228	0.3891012766
229	0.3889030164
230	0.3887469353
231	0.3886286964
232	0.3882768112
233	0.3881265062
234	0.3878700486
235	0.3876657612
236	0.3875003847
237	0.3873024639
238	0.3871332569
239	0.3869451772
240	0.3868429482
241	0.3866283478
242	0.3864151206
243	0.3860612876
244	0.3858262757
245	0.3857270236
246	0.3855399521
247	0.3853374558
248	0.3851909743
249	0.3850518775
250	0.3849366561
251	0.3847727058
252	0.3845897637
253	0.384487405
254	0.3843333528
255	0.3841021619
256	0.3839220702
257	0.3838109988
258	0.3836683073
259	0.3835385673
260	0.3832978344
261	0.3831912309
262	0.3830124361
263	0.3828211554
264	0.382705616
265	0.3824945191
266	0.3823743534
267	0.3819432528
268	0.3817856027
269	0.3815011249
270	0.3813710052
271	0.3809259404
272	0.3807968398
273	0.3806638292
274	0.380555778
275	0.3804236433
276	0.3802326967
277	0.3800272163
278	0.3798725372
279	0.3797448934
280	0.3795648241
281	0.3794581139
282	0.3793578079
283	0.3792370768
284	0.3790672443
285	0.3789510742
286	0.3786261723
287	0.3784402078
288	0.3783025566
289	0.3781874393
290	0.378044654
291	0.3778494557
292	0.3776330577
293	0.3774815621
294	0.3773445128
295	0.3772074868
296	0.3770486408
297	0.3769372559
298	0.3767262656
299	0.3766378331
300	0.3764599451
301	0.3763392036
302	0.37626034
303	0.3759794894
304	0.3759128349
305	0.3757529131
306	0.3755079447
307	0.3754053005
308	0.3751841808
309	0.3750362109
310	0.374930114
311	0.3748235244
312	0.3747148616
313	0.3746048073
314	0.3745046432
315	0.3743808951
316	0.3742246637
317	0.3741101465
318	0.3739723477
319	0.3735841474
320	0.3734454255
321	0.3732895331
322	0.3731671784
323	0.3730101713
324	0.3728641556
325	0.3727038328
326	0.372636341
327	0.3724868995
328	0.3723532962
329	0.3721735138
330	0.3720655026
331	0.3718995524
332	0.3717970803
333	0.3717225806
334	0.3716045213
335	0.3714905542
336	0.3713353368
337	0.3711968022
338	0.3710904126
339	0.3709808793
340	0.3708942518
341	0.3706897903
342	0.370599915
343	0.3705186514
344	0.3704021462
345	0.3701622801
346	0.3699210795
347	0.3697626036
348	0.3695549655
349	0.3694622861
350	0.3693657982
351	0.3692318264
352	0.3691298313
353	0.3690297413
354	0.3689139946
355	0.3687417838
356	0.3685254601
357	0.3684091077
358	0.3683095246
359	0.3680898073
360	0.3679929222
361	0.3678531484
362	0.3677328714
363	0.3675765968
364	0.3674846575
365	0.3673207739
366	0.367183643
367	0.3670771818
368	0.3669978339
369	0.3669149147
370	0.366729218
371	0.3665957554
372	0.3665149216
373	0.3663828699
374	0.3662665722
375	0.3661735426
376	0.36610865
377	0.3660263886
378	0.3658976219
379	0.3658131558
380	0.3657055801
381	0.3655652198
382	0.3654673608
383	0.3653175696
384	0.365175616
385	0.3649448443
386	0.3647926046
387	0.3646852079
388	0.3645838297
389	0.3644515802
390	0.3641436799
391	0.3640592825
392	0.3639028187
393	0.3637482798
394	0.3636251405
395	0.363429617
396	0.3632793899
397	0.3631536391
398	0.3630592969
399	0.3629875868
400	0.3628831377
401	0.3627417834
402	0.3625722655
403	0.3624284558
404	0.3621909932
405	0.3620992684
406	0.362026909
407	0.3619529575
408	0.361861565
409	0.3617508546
410	0.3615661871
411	0.3614524367
412	0.3613291518
413	0.3612400152
414	0.3610860603
415	0.3609141393
416	0.3607329698
417	0.360667037
418	0.3605886424
419	0.3604348581
420	0.3603840002
421	0.3602229103
422	0.3601178658
423	0.3598283615
424	0.3595251067
425	0.3593113829
426	0.3590584011
427	0.3589755351
428	0.3588343174
429	0.358641938
430	0.3585821483
431	0.3584933396
432	0.3582174252
433	0.3580648422
434	0.3579596223
435	0.3578015075
436	0.3575113202
437	0.3573351101
438	0.3571905532
439	0.3571030484
440	0.3568803937
441	0.3566339533
442	0.3564910649
443	0.3563102962
444	0.3562082813
445	0.3560135523
446	0.3559071018
447	0.355840653
448	0.3557765807
449	0.3556373677
450	0.3555581711
451	0.3554156457
452	0.3552036704
453	0.3550905933
454	0.3550026117
455	0.3549035188
456	0.3547488044
457	0.3546642702
458	0.3544460984
459	0.3543372985
460	0.3541247487
461	0.3540201944
462	0.3539441508
463	0.3537956849
464	0.3535669745
465	0.3533746883
466	0.3531461248
467	0.3529654201
468	0.3528141362
469	0.3526873328
470	0.3525665416
471	0.3523465028
472	0.3521430385
473	0.3519292337
474	0.3518465606
475	0.3516587589
476	0.3515612525
477	0.3514232292
478	0.351289939
479	0.3511986196
480	0.3510340739
481	0.3509277874
482	0.3508381794
483	0.3507025845
484	0.3505948823
485	0.3504420061
486	0.350323504
487	0.3501872777
488	0.350088989
489	0.3499327724
490	0.3498627053
491	0.3497705099
492	0.3496562462
493	0.3495834842
494	0.3494886831
495	0.3494049139
496	0.3492420533
497	0.349144959
498	0.3489667171
499	0.348811384
500	0.3487081475
501	0.3485787903
502	0.3484643235
503	0.3483373174
504	0.3482303871
505	0.3481870323
506	0.347984024
507	0.3478529401
508	0.3477237686
509	0.3475913598
510	0.3474856534
511	0.3473458531
512	0.3472549813
513	0.3471903018
514	0.3470637147
515	0.3469289508
516	0.3468503126
517	0.3467779917
518	0.3466453646
519	0.3465144884
520	0.3463793065
521	0.3462435553
522	0.3461275689
523	0.3460465373
524	0.3459725875
525	0.3458735444
526	0.3457621899
527	0.3456232925
528	0.345544492
529	0.3454327104
530	0.3453135705
531	0.3452141134
532	0.3451245434
533	0.3450056844
534	0.3448317677
535	0.3447231825
536	0.3445987893
537	0.3444432132
538	0.3443410465
539	0.3442370933
540	0.3440973163
541	0.3439769982
542	0.3438318775
543	0.3436996041
544	0.3435996474
545	0.3434589221
546	0.3433380929
547	0.3432200116
548	0.3430911543
549	0.3430220983
550	0.342936799
551	0.3428044737
552	0.3426315279
553	0.3425119049
554	0.3423211071
555	0.3422546865
556	0.3421699148
557	0.3420494719
558	0.3419206256
559	0.3418466949
560	0.3417198467
561	0.3415631646
562	0.3414647839
563	0.3413955344
564	0.3412235947
565	0.3410955122
566	0.34100849
567	0.3408461646
568	0.3407197231
569	0.3406463379
570	0.3405475668
571	0.3404751901
572	0.3404174326
573	0.3403221233
574	0.3401844501
575	0.340113848
576	0.3400113977
577	0.3399163825
578	0.3398202472
579	0.3397665151
580	0.3396246377
581	0.3395137476
582	0.3394021084
583	0.3393065358
584	0.3392423191
585	0.3391466601
586	0.3390241552
587	0.3389217004
588	0.3387999396
589	0.3386602952
590	0.3385589947
591	0.3384424285
592	0.3383229927
593	0.3382315843
594	0.3380705989
595	0.3380135619
596	0.3378890698
597	0.3377666681
598	0.337670303
599	0.3375215915
600	0.3374130201
601	0.3373160456
602	0.3372242768
603	0.3371587809
604	0.337042974
605	0.3369144489
606	0.3368219736
607	0.3367084968
608	0.3366491628
609	0.3365694018
610	0.3364314863
611	0.3363172005
612	0.3362436165
613	0.3361487084
614	0.3360092935
615	0.3358908932
616	0.3357229476
617	0.3356733199
618	0.3356241928
619	0.3355308859
620	0.3353978394
621	0.3353005012
622	0.3351669761
623	0.3350479279
624	0.3348998386
625	0.334834508
626	0.3347563579
627	0.3346654423
628	0.3345653448
629	0.3344569775
630	0.3343611667
631	0.3342621625
632	0.3341891968
633	0.3340054018
634	0.3339070818
635	0.3338680524
636	0.3337667625
637	0.3336132316
638	0.3334926969
639	0.3334081564
640	0.3332998825
641	0.3332061055
642	0.3331000762
643	0.3329546979
644	0.3328333377
645	0.3327458835
646	0.3326975436
647	0.3325534699
648	0.3324356679
649	0.3323476567
650	0.3322094749
651	0.3321067126
652	0.3320452715
653	0.3319099865
654	0.3318184064
655	0.3317204359
656	0.3315928474
657	0.3314929393
658	0.3314118219
659	0.3312894169
660	0.3311932819
661	0.3310212887
662	0.330931299
663	0.3308419799
664	0.3307753217
665	0.3307199727
666	0.3305978486
667	0.3304877178
668	0.3303210354
669	0.3302093246
670	0.3301089263
671	0.3299501824
672	0.3298586708
673	0.3297246766
674	0.3296503246
675	0.3295494407
676	0.3294693613
677	0.3293486799
678	0.329273606
679	0.3292045474
680	0.329101153
681	0.329006068
682	0.3289264913
683	0.3288880926
684	0.3288374189
685	0.3287269314
686	0.328607403
687	0.3285050033
688	0.3284153121
689	0.3283520183
690	0.3282585524
691	0.3281894116
692	0.3280966712
693	0.3280391831
694	0.3279341934
695	0.3278503589
696	0.327752243
697	0.3276443226
698	0.3275806738
699	0.32746264
700	0.3273222449
701	0.3272407374
702	0.3271557478
703	0.3270707421
704	0.3269548949
705	0.3268260949
706	0.3266798097
707	0.3265492473
708	0.326440519
709	0.3263689404
710	0.3262941827
711	0.3261952568
712	0.3261288811
713	0.3259994393
714	0.325881229
715	0.3257580444
716	0.325664976
717	0.3255690181
718	0.32552705
719	0.325416471
720	0.3253362621
721	0.3252131156
722	0.3251286844
723	0.3249742139
724	0.3248815549
725	0.3247685133
726	0.3247008802
727	0.3246099247
728	0.3245296271
729	0.32446446
730	0.3243959362
731	0.3243513052
732	0.3242565759
733	0.3242134364
734	0.3241243187
735	0.3240354701
736	0.3239900235
737	0.3238996856
738	0.3238412794
739	0.323774377
740	0.3236706443
741	0.3236302133
742	0.3235473588
743	0.3233754191
744	0.323319368
745	0.3232677779
746	0.3231301942
747	0.3229869693
748	0.3229075236
749	0.3228428883
750	0.3228030928
751	0.3227447141
752	0.322676759
753	0.3226319562
754	0.3225697444
755	0.322467585
756	0.322364926
757	0.322248387
758	0.3221045141
759	0.3220025941
760	0.3218525661
761	0.3217818982
762	0.3216853676
763	0.3216116138
764	0.321519127
765	0.3214314545
766	0.3213212493
767	0.3212235355
768	0.3211041574
769	0.3209496952
770	0.3208089657
771	0.3206720451
772	0.3205415199
773	0.3204279878
774	0.3203578676
775	0.3202788356
776	0.3200868679
777	0.3199691393
778	0.3198695948
779	0.3197738767
780	0.3196989137
781	0.319609766
782	0.3195202581
783	0.3194649047
784	0.3193985437
785	0.3193115738
786	0.319198729
787	0.3191219421
788	0.3190557919
789	0.3189726571
790	0.3188422532
791	0.3187363994
792	0.3185909292
793	0.3184946216
794	0.3183916175
795	0.3182762067
796	0.3181783494
797	0.3180969159
798	0.3180458406
799	0.3179475055
800	0.3178876407
801	0.317802573
802	0.3177184289
803	0.3176421956
804	0.3175198614
805	0.3174105144
806	0.317331346
807	0.3173013916
808	0.3171894218
809	0.3171205703
810	0.3170481123
811	0.3169204155
812	0.3168802209
813	0.3167844941
814	0.3166967978
815	0.3165393008
816	0.3164720437
817	0.3163969302
818	0.3162636916
819	0.3162014774
820	0.3161373327
821	0.3160534901
822	0.3159922488
823	0.315908649
824	0.3158015185
825	0.3157289368
826	0.3156873834
827	0.3156007568
828	0.3155207549
829	0.3154474641
830	0.3153299572
831	0.3152720856
832	0.3151851104
833	0.315081701
834	0.3150026762
835	0.3148666128
836	0.3147626467
837	0.3145856759
838	0.3144502967
839	0.3143970188
840	0.3142686447
841	0.3141793262
842	0.3140440525
843	0.3139256059
844	0.3137404849
845	0.3136557456
846	0.3135739895
847	0.3135010642
848	0.3134505235
849	0.3133348815
850	0.3132259889
851	0.3131694796
852	0.3130694413
853	0.3129971234
854	0.3129634545
855	0.3128682462
856	0.31276497
857	0.3127230259
858	0.3126705242
859	0.3125677765
860	0.3124720812
861	0.3124133927
862	0.3122520172
863	0.3121205763
864	0.3119737621
865	0.3118995329
866	0.3118157217
867	0.3117025732
868	0.3116098295
869	0.3115076273
870	0.3114310188
871	0.3113760711
872	0.3113009032
873	0.3111876645
874	0.3111561545
875	0.311089413
876	0.3110086431
877	0.3109266097
878	0.3108300493
879	0.310721904
880	0.3105985606
881	0.3105510646
882	0.3104757015
883	0.3104175715
884	0.3103535683
885	0.310252627
886	0.3101231956
887	0.3100513882
888	0.3099078489
889	0.309833493
890	0.3097749447
891	0.3097191943
892	0.3096396644
893	0.309561194
894	0.3094843854
895	0.309412479
896	0.3092915495
897	0.3091927077
898	0.309100303
899	0.3089602825
900	0.3088804119
901	0.3088261127
902	0.3087601862
903	0.3086696225
904	0.3085482321
905	0.308466527
906	0.30841851
907	0.3083466903
908	0.3082385088
909	0.3081646603
910	0.3080855992
911	0.3079887815
912	0.3078833519
913	0.3078452757
914	0.307784502
915	0.3077207658
916	0.307617447
917	0.3075525912
918	0.3074939134
919	0.3074105602
920	0.3073216396
921	0.307248112
922	0.3071309075
923	0.3070064572
924	0.3069145281
925	0.3068297101
926	0.3067643346
927	0.3066958015
928	0.3066657105
929	0.3066162883
930	0.3065560247
931	0.3065157076
932	0.3064716191
933	0.3064012609
934	0.30626962
935	0.3061832027
936	0.3061239302
937	0.3060272334
938	0.3058859325
939	0.3057817013
940	0.3057053624
941	0.3056355388
942	0.3055607498
943	0.3054541132
944	0.3053518658
945	0.3052821049
946	0.3051749582
947	0.3051038728
948	0.3050670714
949	0.3049718089
950	0.3049113582
951	0.3048284721
952	0.3047632974
953	0.3046983867
954	0.3046401337
955	0.304569876
956	0.3044738657
957	0.3043573188
958	0.3042537038
959	0.3041448579
960	0.3040326394
961	0.3038968132
962	0.3038172261
963	0.3037836621
964	0.3037189871
965	0.3036571675
966	0.3035339267
967	0.3034686668
968	0.3033783941
969	0.3032621948
970	0.3032026167
971	0.3031382506
972	0.3030470303
973	0.302936432
974	0.3028391657
975	0.3027459026
976	0.3026931689
977	0.3026434886
978	0.3025326338
979	0.3024358365
980	0.3023672599
981	0.3022876805
982	0.3022302914
983	0.3021547341
984	0.3020699608
985	0.3019480685
986	0.3018823487
987	0.3018595884
988	0.3017439983
989	0.3016433329
990	0.3015483827
991	0.3014922746
992	0.3014487425
993	0.3013387595
994	0.3012573075
995	0.301152106
996	0.3009910764
997	0.3008931293
998	0.3008283897
999	0.3007331771
